Year,Month,PrimaryType,Location Description,Arrest,Latitude,Longitude
B,C,G,H,0,41.97951496,-87.69197743
G,C,M,F,0,41.95165524,-87.65650947
G,C,A,C,0,41.74400833,-87.65841986
G,C,O,G,0,41.75177034,-87.65255922
G,C,M,G,1,41.86712752,-87.72106667
G,C,J,L,1,41.73750657,-87.58521624
G,C,O,K,0,41.87104019,-87.75591299
G,C,L,C,0,41.73378902,-87.59171855
G,C,A,I,1,41.94664872,-87.70208488
G,C,M,H,0,41.87790639,-87.73134445
G,C,O,O,0,41.79319814,-87.72389403
G,C,A,I,0,41.89200307,-87.62807696
G,C,F,I,1,41.93038065,-87.70955483
G,C,D,H,0,41.67343436,-87.63214083
G,C,M,H,0,41.67803723,-87.62196937
G,C,A,K,0,0,0
G,C,L,G,0,41.7010542,-87.60796173
G,C,O,C,1,41.81948487,-87.61987045
F,D,E,G,0,41.74906435,-87.58713791
G,C,L,G,0,41.68661502,-87.61562912
G,C,L,L,0,41.88252643,-87.62438411
G,C,M,K,0,41.76856385,-87.66301962
G,C,L,G,0,41.96393254,-87.69774837
G,C,M,I,0,41.72114009,-87.6678534
G,C,A,G,0,41.95384714,-87.6545268
G,C,A,I,0,41.9399189,-87.65336973
G,C,M,H,0,41.90308735,-87.7619169
G,C,O,C,1,41.96645282,-87.72479375
G,C,F,F,1,41.85456851,-87.70157428
G,C,L,G,1,41.97460183,-87.6611025
G,C,L,G,0,41.98849298,-87.70419497
G,C,H,H,0,41.98708446,-87.66379607
G,C,M,M,1,41.87822214,-87.62728848
G,C,M,J,1,41.75660479,-87.57609578
G,C,L,H,0,0,0
G,C,F,H,1,41.8904719,-87.75421386
G,C,M,C,0,41.88699557,-87.63991337
G,C,L,G,0,0,0
G,C,O,O,0,41.76792104,-87.67957688
G,C,A,H,0,41.97050795,-87.7647824
G,C,M,C,0,41.99965509,-87.68328051
G,C,A,I,1,41.73626912,-87.62776824
G,C,A,I,1,41.86449368,-87.639158
G,C,L,C,0,0,0
G,C,A,K,0,0,0
G,C,M,F,0,41.74938111,-87.72515884
G,C,A,I,1,41.75459296,-87.74152854
G,C,F,H,1,41.87953931,-87.72563009
G,C,O,H,1,41.88219558,-87.70369649
G,C,L,C,0,41.79228466,-87.61916006
G,C,O,H,1,41.76328631,-87.65085771
G,C,H,G,1,41.71208261,-87.62361949
G,C,O,C,0,0,0
G,C,A,H,0,41.83444303,-87.72306991
G,C,L,H,0,0,0
G,C,L,C,0,0,0
G,C,O,H,0,41.76646688,-87.68642067
G,C,O,C,0,41.88208211,-87.68722041
G,C,A,C,0,41.78329894,-87.59470852
G,C,M,H,0,41.8931875,-87.7442653
G,C,A,G,0,41.87449499,-87.71731724
G,C,A,H,0,41.88096768,-87.73794027
G,C,O,G,0,0,0
G,C,O,C,0,0,0
G,C,M,C,1,41.9461107,-87.74816
G,C,F,H,1,41.88352734,-87.72575021
G,C,O,O,0,0,0
G,C,A,I,1,41.72822686,-87.55285504
G,C,A,O,1,41.75089655,-87.62781331
G,C,L,H,1,41.98065007,-87.69278253
G,C,L,C,0,41.88300904,-87.68516195
G,C,C,I,0,41.89569882,-87.69109408
G,C,L,C,1,41.74983531,-87.65251004
G,C,O,K,1,41.82663397,-87.60938938
G,C,F,L,1,41.87369942,-87.70470516
G,C,O,H,1,41.71108622,-87.53769847
G,C,M,G,0,0,0
G,C,O,C,1,41.86015501,-87.71402256
G,C,B,H,1,41.67724871,-87.62627186
F,I,C,G,0,41.66716918,-87.62363
G,C,H,K,1,41.7120524,-87.61390686
G,C,M,I,0,41.74074808,-87.60493929
G,C,M,C,1,41.81310834,-87.6108366
G,C,O,H,0,41.91585675,-87.72774
G,C,O,H,0,41.875193,-87.73147273
G,C,L,G,0,41.72988667,-87.6483135
B,C,G,N,1,41.68547466,-87.60796468
G,C,A,I,0,42.01852731,-87.69018347
G,C,A,I,1,41.76853431,-87.66548696
G,C,A,H,0,41.76470129,-87.62975142
G,C,A,L,0,41.91857831,-87.63618385
G,C,F,H,1,41.7259616,-87.61231569
G,C,F,H,1,41.89463884,-87.71140864
G,C,A,H,0,41.91230812,-87.71175517
G,C,A,O,0,41.95663121,-87.70943861
G,C,C,O,0,42.01852731,-87.69018347
G,C,A,H,0,41.87152057,-87.62593032
G,C,M,G,0,41.72811821,-87.62237697
G,C,L,H,0,41.76849831,-87.63723198
G,C,L,H,0,41.75184445,-87.6525621
G,C,A,O,0,41.86711603,-87.619275
G,C,A,I,0,41.89038424,-87.62410992
G,C,M,H,0,41.9242774,-87.63652602
G,C,M,H,0,41.89545186,-87.71714161
G,C,A,H,0,0,0
G,C,L,C,1,41.87761418,-87.75131895
G,C,H,G,1,41.67985982,-87.62202617
G,C,C,I,0,42.01852731,-87.69018347
G,C,M,H,0,41.88729371,-87.76070985
G,C,O,G,1,41.67909595,-87.6407441
G,C,C,F,0,41.88993496,-87.63769635
G,C,H,K,1,41.85836273,-87.7139701
G,C,M,G,0,41.73315433,-87.66542127
G,C,A,I,0,41.70656718,-87.67013144
G,C,A,G,0,41.80266556,-87.65387658
G,C,M,I,0,41.88253954,-87.62785054
G,C,A,I,1,41.89789513,-87.62409661
G,C,A,C,0,41.78298737,-87.61569203
G,C,H,H,0,41.82178939,-87.60187532
G,C,A,M,0,41.94672451,-87.69150118
G,C,H,H,1,41.88336431,-87.75639695
G,D,D,J,1,0,0
G,C,L,O,0,41.81902761,-87.66521938
G,C,L,K,0,41.90715663,-87.66759285
G,C,A,K,0,42.00182236,-87.6899875
G,C,C,H,0,41.73287966,-87.57683247
G,C,O,H,0,41.66524969,-87.55441028
G,C,L,M,1,41.91952037,-87.76092154
G,C,B,C,0,41.89342815,-87.76534163
G,C,L,H,1,41.78038791,-87.66424206
G,C,F,H,1,41.87710419,-87.72441205
G,C,M,H,0,41.87939715,-87.74523654
G,C,A,L,0,41.92570145,-87.63423589
G,C,C,I,0,41.88350019,-87.6278767
G,C,A,I,1,41.96307079,-87.65598421
G,C,M,H,0,41.80613384,-87.66125636
G,C,O,H,0,42.00349674,-87.66414279
G,C,A,I,1,41.77332057,-87.58746538
F,E,C,G,0,41.95840321,-87.7032704
G,C,L,H,0,41.72290753,-87.60584047
G,C,A,I,0,41.89593677,-87.67544105
G,C,A,I,1,41.75089655,-87.62781331
B,C,G,C,0,41.68037756,-87.6384717
G,C,H,H,0,41.87949003,-87.74622714
G,C,L,H,0,41.89737758,-87.65285151
G,C,L,G,0,41.8909541,-87.66891803
G,C,L,H,1,41.89499518,-87.74679404
G,C,A,I,0,41.890889,-87.67285584
G,C,M,H,0,41.77840218,-87.69581107
G,C,M,H,0,41.96362022,-87.75494178
G,C,O,H,0,41.81186643,-87.70786684
G,C,A,I,0,41.8945635,-87.62274511
G,C,M,O,0,41.94456755,-87.64278554
G,C,L,H,1,41.84370342,-87.65295446
G,C,O,G,0,41.69711617,-87.65982943
G,C,M,G,1,41.88614216,-87.7748517
G,C,A,H,0,41.85495026,-87.70412897
G,C,L,K,0,41.89851621,-87.63724693
G,C,L,G,0,41.80779516,-87.67709924
G,C,F,H,1,41.80193803,-87.62653848
G,C,A,H,0,41.81155193,-87.67515345
G,C,L,H,1,41.76624743,-87.66628045
F,L,C,D,0,41.90224314,-87.75608377
G,C,L,K,0,41.88588808,-87.62794224
G,C,A,F,0,41.8801196,-87.62436297
G,C,M,C,0,41.78509309,-87.60970289
G,C,C,I,0,41.87782218,-87.65518141
G,C,L,C,0,41.98283977,-87.66861825
G,C,A,I,0,41.88347549,-87.62787697
G,C,L,I,0,41.94141327,-87.72765261
G,C,A,H,0,41.96286717,-87.71983104
G,C,A,H,0,41.96286707,-87.71981266
G,C,A,H,0,41.85239092,-87.62379202
G,C,F,G,1,41.87619685,-87.72408285
G,C,A,O,0,41.91112462,-87.6379329
G,C,L,C,0,41.80106125,-87.61613589
G,C,D,K,0,41.7833478,-87.71394459
G,C,O,G,0,41.740617,-87.70548819
G,C,H,G,1,41.76424715,-87.65045165
G,C,A,I,1,41.74806034,-87.7413027
G,C,E,H,1,41.880568,-87.73918883
G,C,A,C,0,41.76923982,-87.67121656
G,C,A,K,0,41.87137115,-87.62751442
G,C,M,H,0,42.00301158,-87.67515589
G,C,F,H,1,41.7269583,-87.59853401
G,C,L,O,1,41.88374349,-87.6412522
G,C,A,I,0,41.88448397,-87.62898961
G,C,M,H,0,41.87802111,-87.64160403
G,C,L,C,0,41.98943123,-87.6695502
G,C,L,G,0,41.87974623,-87.72687663
G,C,A,I,1,41.97685185,-87.65499969
G,C,A,O,0,41.769474,-87.69070874
G,C,A,I,0,41.88158261,-87.62619758
G,C,M,L,0,41.79856968,-87.74353361
G,C,A,O,0,41.88044337,-87.62435572
G,C,A,K,1,41.68934903,-87.6559783
G,C,L,H,1,41.69905934,-87.61719349
G,C,A,C,0,41.9218186,-87.72024279
G,C,L,C,0,41.77863861,-87.68607104
G,C,O,C,0,41.85834654,-87.72118715
G,C,D,O,0,41.80504039,-87.7234994
G,C,L,G,0,41.6867303,-87.6156315
G,C,L,G,0,41.71282661,-87.57179359
G,C,L,K,0,41.88080408,-87.68395407
G,C,L,L,0,41.75138353,-87.55288975
F,L,O,G,0,41.97875096,-87.68009859
G,C,F,H,1,41.87757395,-87.75421649
G,C,O,I,0,41.92095808,-87.67773414
G,C,H,H,1,41.8473054,-87.7087733
G,C,L,H,0,41.89113357,-87.62413468
G,C,F,H,1,41.90356975,-87.72701858
G,C,H,L,1,41.92388034,-87.77247596
G,C,O,H,1,41.76123489,-87.60546636
G,C,O,G,0,41.90071095,-87.73447299
G,C,M,I,1,41.88465026,-87.62791546
G,C,L,C,1,41.91856405,-87.77797517
G,C,A,I,0,41.72727135,-87.60459698
G,C,L,H,0,41.77106836,-87.58801936
G,C,A,I,0,41.88673587,-87.652465
G,C,O,G,0,41.89156022,-87.66838287
G,C,M,L,0,41.79195009,-87.80076014
G,C,O,G,0,41.89843124,-87.62115216
G,C,A,K,0,41.88531238,-87.66757363
G,C,F,C,1,41.8096514,-87.67107568
G,C,O,G,0,41.74365814,-87.55407527
G,C,A,H,0,41.91734787,-87.71149683
G,C,L,H,0,41.90319492,-87.75218137
G,C,L,H,0,41.77125995,-87.67127276
G,C,O,H,0,41.75046233,-87.61005899
G,C,O,H,1,41.86601394,-87.73629479
G,C,A,G,0,41.86003879,-87.72255496
G,C,F,K,1,41.90258001,-87.7318915
G,C,O,C,0,41.76230406,-87.59882364
G,C,L,K,0,0,0
G,C,L,C,0,41.7933702,-87.63413191
G,C,L,H,0,0,0
G,C,O,L,0,41.76680404,-87.60561968
G,C,O,H,1,41.80012765,-87.70008116
G,C,O,K,1,41.81377977,-87.61156272
G,C,F,H,1,41.80856148,-87.61264833
G,C,O,C,0,41.98376142,-87.71622462
G,C,F,H,1,41.80149383,-87.6177338
G,C,O,H,0,0,0
G,C,O,H,0,41.72704354,-87.60459223
G,C,A,I,1,41.77332057,-87.58746538
G,C,J,L,1,41.75192833,-87.64407726
G,C,L,H,0,41.89110748,-87.76387474
G,C,A,I,0,41.89389317,-87.61512764
G,C,O,L,0,42.01697964,-87.68046926
G,C,O,G,0,41.6980632,-87.6225067
G,C,H,H,1,41.87888541,-87.72445022
G,C,L,C,0,41.9608692,-87.73487332
G,C,A,J,0,41.87397565,-87.72542944
G,C,A,H,0,41.99126267,-87.66030556
G,C,A,G,0,41.79259949,-87.70597861
G,C,F,C,1,41.80068378,-87.66597844
G,C,A,G,0,41.9562093,-87.72646474
G,C,O,H,0,41.96106725,-87.71834452
G,C,O,H,0,41.89413253,-87.68925496
G,C,O,H,0,41.85563923,-87.66859358
G,C,M,I,1,41.88102969,-87.72567839
G,C,A,C,0,41.83053093,-87.61027746
G,C,F,H,1,41.89810547,-87.75077664
G,C,A,I,0,41.90856054,-87.67740914
G,C,H,I,1,41.88721606,-87.76552153
G,C,A,C,0,41.74786663,-87.65002795
G,C,A,I,1,41.79946289,-87.59600826
G,C,L,H,0,41.80936632,-87.61759851
F,L,O,K,0,41.75846363,-87.61206927
G,C,O,A,0,0,0
G,C,O,G,0,41.72853976,-87.59736201
G,C,D,L,0,41.8923573,-87.71988188
G,C,O,G,0,0,0
G,C,L,I,0,41.88471307,-87.71245238
G,C,L,H,0,41.90319492,-87.75218137
G,C,O,O,0,41.8954078,-87.72173325
G,C,O,C,0,41.84179407,-87.70861772
G,C,A,I,0,41.89804054,-87.62409132
G,C,M,G,0,41.91091709,-87.71333373
G,C,F,H,1,41.8554247,-87.70457214
G,C,F,K,1,41.95603393,-87.67520567
G,C,A,H,0,41.87321963,-87.67586867
F,H,C,G,0,41.69491198,-87.71644516
G,C,L,J,0,41.74956865,-87.71352182
G,C,L,C,0,41.75440065,-87.55063593
G,C,A,I,1,41.73775077,-87.60485591
G,C,O,H,1,41.79953353,-87.58993777
G,C,H,H,1,41.72399962,-87.60451673
G,C,A,G,0,41.99497721,-87.68734157
G,C,F,H,1,41.79316296,-87.65727736
G,C,L,H,0,41.88548754,-87.72642205
G,C,F,G,1,41.68082624,-87.62520403
G,C,A,I,1,41.89864324,-87.74967715
G,C,J,H,1,41.85605711,-87.72363166
G,C,F,L,1,41.87415339,-87.73523869
G,C,L,G,1,41.82775342,-87.6788731
G,C,L,C,0,41.841856,-87.62874168
G,C,L,C,0,41.77070182,-87.57520051
G,C,A,K,0,41.79157394,-87.64387273
B,C,G,H,0,41.88634498,-87.71177554
G,C,M,H,0,41.78011089,-87.61561778
G,C,B,C,0,41.77005672,-87.6518197
G,C,L,G,0,41.76805002,-87.63843185
G,C,A,I,1,41.74271022,-87.63408818
G,C,F,L,1,41.77952077,-87.66096236
G,C,A,O,0,41.75459296,-87.74152854
G,C,O,C,0,41.7868583,-87.6238844
G,C,A,K,0,41.8781116,-87.63433989
G,C,M,H,0,41.87949607,-87.74579746
G,C,A,H,0,41.88928153,-87.76588519
G,C,L,G,0,41.89767258,-87.72861707
G,C,M,C,0,41.88393885,-87.68313278
G,C,L,G,0,0,0
G,C,L,H,1,41.76708683,-87.72246968
G,C,M,G,0,41.93926117,-87.78428287
G,C,A,I,0,41.99042779,-87.74833179
F,F,C,G,0,41.78131916,-87.73138343
G,C,L,C,0,41.74947641,-87.60343707
G,C,D,H,0,41.87024123,-87.68731764
G,C,A,I,0,41.79946289,-87.59600826
G,C,F,H,1,41.86365903,-87.72266001
G,C,M,H,0,41.79348603,-87.62928269
G,C,L,G,1,41.79348603,-87.62928269
G,C,H,H,1,41.89489856,-87.75972002
G,C,M,C,0,41.7529096,-87.58089982
G,C,O,H,1,41.79930812,-87.7771393
G,C,C,C,0,41.86366317,-87.717781
G,C,L,G,1,41.84177603,-87.71593935
G,C,L,L,1,41.99454634,-87.68977752
G,C,H,K,1,41.88577258,-87.68226586
G,C,A,I,1,42.01939924,-87.67504949
G,C,A,C,0,42.00352722,-87.66184298
G,C,C,H,0,41.884046,-87.66310655
G,C,L,H,0,41.82841512,-87.62170493
G,C,L,H,1,41.88337668,-87.62787438
G,C,L,C,1,41.94486989,-87.73161917
G,C,A,C,0,41.8625207,-87.65293856
G,C,L,C,0,41.98376142,-87.71622462
G,C,L,G,1,41.93926379,-87.78425712
G,C,A,H,0,41.84369082,-87.73183778
G,C,C,C,0,41.87528598,-87.72412455
G,C,O,H,0,41.97629041,-87.90522722
G,C,O,H,0,41.65727813,-87.61608667
G,C,A,H,0,0,0
G,C,D,H,0,41.86803599,-87.72160504
G,C,L,C,0,41.87686251,-87.74383508
G,C,L,H,0,41.87120865,-87.70338576
G,C,M,H,0,41.86197417,-87.71041838
G,C,O,H,0,41.87809171,-87.74112487
F,D,B,G,0,41.77223511,-87.73235186
G,C,L,G,0,41.69015958,-87.60715051
G,C,M,C,0,41.7299491,-87.60708722
G,C,L,H,0,41.77581543,-87.61551536
G,C,M,C,0,41.77500418,-87.60176193
G,C,A,H,0,41.87571216,-87.75834944
G,C,A,H,0,41.88928153,-87.76588519
G,C,L,G,0,41.89577204,-87.7642961
G,C,A,K,0,41.84187019,-87.7305667
G,C,L,H,0,41.89772369,-87.70241266
G,C,A,O,0,41.9350769,-87.69770785
G,C,L,G,0,41.85494985,-87.67420948
G,C,L,K,0,41.75503931,-87.65264562
G,C,L,G,1,41.78844599,-87.71076769
G,C,O,C,0,41.76810373,-87.64324432
G,C,L,H,0,41.78135347,-87.65994228
G,C,M,L,0,41.77267163,-87.63259342
G,C,A,C,0,41.94996273,-87.73311157
G,C,L,C,0,0,0
G,C,A,G,0,41.9784626,-87.71118211
G,C,A,L,0,41.90396513,-87.66618234
G,C,A,H,0,41.91375536,-87.66221165
F,F,A,O,0,41.93332641,-87.6879273
G,C,A,H,0,41.78123223,-87.72893872
B,C,G,H,0,41.78973881,-87.67297113
G,C,O,K,0,41.80934489,-87.70643882
G,C,L,G,0,41.93664053,-87.77463185
G,C,A,H,0,41.884046,-87.66310655
G,C,A,C,0,0,0
G,C,M,G,0,0,0
G,C,L,A,0,41.98863081,-87.81282937
G,C,L,G,0,41.76805002,-87.63843185
G,C,A,G,0,0,0
G,C,O,G,0,41.71193607,-87.63689766
G,C,O,C,0,41.77002265,-87.58799847
G,C,M,G,0,41.67992457,-87.61742764
G,C,L,C,0,41.92028563,-87.67771531
G,C,O,H,0,41.81326181,-87.59868925
G,C,L,C,0,41.70287298,-87.60524607
G,C,A,G,0,0,0
G,C,A,G,0,41.95240491,-87.75282273
G,C,M,D,1,0,0
G,C,L,F,0,41.85364574,-87.68568241
G,C,L,H,0,0,0
G,C,O,G,0,0,0
G,C,A,H,0,41.87467471,-87.63959126
G,C,O,O,0,41.82493549,-87.62482903
G,C,A,H,0,0,0
G,C,A,G,0,41.88367841,-87.6929478
G,C,M,H,0,41.76916785,-87.56653075
G,C,A,I,0,0,0
G,C,A,G,0,41.94136516,-87.76272573
G,C,O,H,1,41.76958659,-87.68827354
G,C,M,G,0,41.91960011,-87.75601923
G,C,A,F,0,0,0
G,C,A,H,0,41.82222181,-87.69957734
G,C,M,G,0,0,0
G,C,M,G,0,41.88896648,-87.70635874
G,C,M,C,0,0,0
G,C,O,G,0,41.72659481,-87.60610293
G,C,M,G,0,0,0
G,C,A,G,0,0,0
G,C,L,C,0,41.80054399,-87.68420758
G,C,A,H,0,41.78252526,-87.6497151
G,C,A,K,0,41.7999854,-87.6334732
G,C,M,H,0,41.92982061,-87.77227325
G,C,A,F,0,41.83397771,-87.64374441
G,C,D,H,0,41.79217815,-87.72925762
G,C,M,H,0,41.80411037,-87.67579445
G,C,A,K,0,41.90116228,-87.66743105
G,C,M,C,0,41.82148521,-87.60843848
G,C,M,H,0,41.8983337,-87.70355635
G,C,M,H,0,41.99231046,-87.65881943
G,C,A,I,0,42.01943916,-87.67963448
G,C,M,H,0,41.88123293,-87.75876631
G,C,C,O,0,41.86366317,-87.717781
G,C,L,K,0,0,0
G,C,D,H,0,41.91046749,-87.71494354
G,C,M,H,0,41.89374351,-87.70472534
G,C,A,G,0,41.96506408,-87.68127533
G,C,M,H,0,41.80707607,-87.60773164
G,C,D,H,0,41.79304865,-87.67062687
G,C,M,G,0,41.6950847,-87.64489688
G,C,A,G,0,0,0
G,C,D,H,0,41.74095705,-87.65105023
F,I,C,O,0,41.9002792,-87.68842
F,H,C,G,0,41.95287509,-87.70554163
G,C,L,K,0,41.8458802,-87.70508033
G,C,M,H,0,41.86409964,-87.71372384
G,C,M,H,0,41.96491786,-87.65000063
G,C,A,H,0,41.77046783,-87.61699732
G,C,D,L,0,41.80257314,-87.67332716
G,C,M,H,0,41.95079212,-87.75953532
G,C,L,C,0,41.93368319,-87.756506
G,C,D,H,0,41.92491147,-87.73535647
G,C,L,G,0,0,0
G,C,A,L,0,0,0
G,C,M,H,0,41.77349679,-87.66893651
G,C,M,H,0,41.74882823,-87.64332254
G,C,A,I,0,41.86854191,-87.63923536
G,C,O,O,0,0,0
G,C,M,L,0,41.72100567,-87.64320269
G,C,M,H,0,41.94007614,-87.6424738
G,C,A,H,0,0,0
G,C,A,F,0,41.77796729,-87.61556835
G,C,A,K,0,42.01612344,-87.66379332
G,C,D,H,0,41.83125003,-87.65575393
G,C,A,O,0,42.01844495,-87.68045427
G,C,L,H,0,41.86908728,-87.68854084
G,C,C,J,0,0,0
G,C,M,H,0,41.77787652,-87.77065193
G,C,A,H,0,42.00631873,-87.68681475
G,C,M,G,0,41.77191481,-87.68748403
G,C,M,H,0,41.68843102,-87.60590685
G,C,A,H,0,41.73932624,-87.67110256
G,C,A,H,0,41.77546092,-87.69394848
G,C,A,O,0,41.9010737,-87.63136393
G,C,A,H,0,41.79631327,-87.58089843
G,C,A,G,0,41.97470347,-87.72457179
G,C,D,H,0,41.96706996,-87.76377603
G,C,D,H,0,42.00886386,-87.68073622
G,C,C,G,0,41.93388109,-87.703306
G,C,M,K,0,41.77895432,-87.79104926
G,C,M,C,0,41.94994249,-87.65319705
G,C,L,H,0,0,0
G,C,C,J,0,41.68480988,-87.64214721
G,C,M,L,0,0,0
G,C,A,C,0,41.73900495,-87.64491897
G,C,A,C,0,0,0
G,C,A,G,0,0,0
G,C,A,H,0,41.91632817,-87.68248814
G,C,A,I,0,0,0
G,C,O,A,0,0,0
G,C,L,G,0,0,0
G,C,L,C,0,0,0
G,C,A,O,0,41.87436328,-87.64301304
G,C,A,C,0,41.87857641,-87.70528895
G,C,A,I,0,41.92807654,-87.78560619
G,C,A,G,0,41.77990929,-87.73256619
G,C,A,H,0,41.77891676,-87.70653728
G,C,A,C,0,41.9807268,-87.67052698
G,C,L,K,0,41.90352381,-87.66674162
G,C,A,H,0,41.82783926,-87.67277417
G,C,C,O,0,41.7072421,-87.68744323
G,C,O,C,0,41.75063,-87.60031645
G,C,A,H,0,41.86172064,-87.73604839
G,C,M,G,0,41.6950847,-87.64489688
G,C,A,I,0,0,0
G,C,A,K,0,42.00857143,-87.77683607
G,C,C,G,0,41.98716348,-87.78644255
G,C,M,C,1,41.74691634,-87.60263057
G,C,O,G,0,41.9347953,-87.72216196
G,C,A,K,0,41.8628421,-87.70046
G,C,C,C,0,41.75850614,-87.68797035
G,C,A,I,0,41.89789513,-87.62409661
G,C,C,G,0,41.97442706,-87.71597641
G,C,L,H,0,41.97264594,-87.72572403
G,C,D,H,0,41.85364574,-87.68568241
G,C,C,I,0,41.89314003,-87.62420431
G,C,C,G,0,41.8841037,-87.67497856
G,C,A,H,0,41.81467375,-87.71139049
G,C,D,H,0,41.97155095,-87.67927122
G,C,L,I,0,0,0
G,C,D,H,0,41.76781761,-87.56982027
G,C,A,H,0,41.93325247,-87.7955436
G,C,A,L,0,41.90352381,-87.66674162
G,C,A,F,0,41.91122496,-87.68122474
G,C,L,O,0,41.85316548,-87.69548763
G,C,L,H,0,41.8945563,-87.62424373
G,C,A,N,0,41.84662361,-87.68381539
G,D,L,B,0,41.9764212,-87.90497627
B,C,G,C,0,41.77695185,-87.58840218
F,I,M,G,0,41.93193297,-87.77720873
G,D,M,G,0,41.73971344,-87.59163573
G,D,L,K,0,41.76220193,-87.56311328
G,D,C,O,0,41.90605495,-87.62875256
G,D,L,G,0,41.6735486,-87.61684676
G,D,A,I,0,41.91831893,-87.63911875
G,D,O,H,0,0,0
G,D,L,C,0,41.77527902,-87.65924694
G,D,O,C,0,41.94019013,-87.81045214
G,D,A,C,0,41.88912133,-87.70758021
G,D,A,G,0,41.8818476,-87.64177207
G,D,O,G,0,41.87855709,-87.7483985
G,D,D,G,0,41.88092853,-87.77325198
G,D,A,K,0,41.88917986,-87.63311011
G,D,M,G,0,41.97853886,-87.80469179
G,D,A,B,0,41.97676298,-87.90098372
G,D,A,C,0,41.74152398,-87.58181323
G,C,O,H,0,0,0
G,C,A,G,0,0,0
G,D,C,G,0,41.99732615,-87.76129167
G,D,B,G,0,41.93098088,-87.7073991
G,C,L,G,0,0,0
G,D,B,G,0,41.91255443,-87.75577411
G,D,A,G,0,41.79381452,-87.7550041
G,C,C,G,0,41.94007826,-87.64237086
G,D,A,H,0,41.90437011,-87.63146007
G,D,L,G,0,41.93542993,-87.7279959
G,C,A,G,0,0,0
G,D,L,C,0,42.02117399,-87.67348918
G,C,L,C,0,0,0
G,D,O,C,0,42.00984822,-87.66580193
G,D,C,D,0,41.93358238,-87.64551708
G,C,M,C,0,41.74729917,-87.56252189
G,D,A,J,0,41.97570015,-87.7128823
G,D,A,G,0,41.94677576,-87.76807007
G,C,L,H,0,41.70410151,-87.5340786
G,D,A,O,0,41.98181876,-87.6587095
G,D,A,H,0,41.76118608,-87.58843062
G,C,A,O,0,0,0
G,C,A,H,0,0,0
F,L,C,G,0,0,0
G,A,A,G,0,0,0
G,C,A,G,0,0,0
G,D,A,A,0,41.90742061,-87.68592533
G,C,C,G,0,0,0
C,E,C,C,0,0,0
G,C,O,I,0,0,0
F,I,C,I,0,41.89789513,-87.62409661
F,L,O,H,0,41.99551034,-87.65697939
F,J,C,O,0,42.01256544,-87.67875182
F,J,C,C,0,42.00448035,-87.66434588
F,I,C,C,0,41.89284186,-87.61772141
G,D,A,I,0,41.88136236,-87.6473443
E,K,B,G,0,0,0
G,C,C,G,0,0,0
G,C,C,G,0,0,0
B,C,G,H,0,41.75864979,-87.5985721
G,C,L,C,0,0,0
G,C,G,H,0,41.76617334,-87.66628122
G,C,D,H,0,41.71375388,-87.64298726
G,C,C,G,0,41.73786084,-87.64542216
G,C,M,G,0,41.92122449,-87.76588887
F,E,H,G,1,41.87755532,-87.75596818
F,G,A,G,1,41.71850556,-87.56904533
F,H,O,C,1,41.84321964,-87.7293833
F,I,A,G,1,41.71797157,-87.57335549
F,K,O,G,1,41.72543704,-87.55666929
F,L,O,G,1,41.75270098,-87.59186737
G,A,H,H,1,41.9913324,-87.67708972
G,B,E,G,0,41.69277707,-87.60923004
G,C,A,C,0,41.76204007,-87.67670064
G,C,L,G,0,41.72641659,-87.60094332
G,C,F,F,1,41.78447474,-87.66434257
G,C,M,C,0,41.75968797,-87.57921895
G,C,M,G,0,41.88409313,-87.67552952
G,C,L,K,1,41.75110016,-87.61593371
G,C,L,I,0,41.87527257,-87.62425131
G,C,L,H,0,41.90085558,-87.72543903
G,C,F,H,1,41.7203013,-87.65395007
G,C,M,H,0,41.89589956,-87.75684979
G,C,A,K,1,41.89005157,-87.62891376
G,C,L,H,0,41.89253788,-87.62490513
G,C,M,C,0,41.77665422,-87.68846302
G,C,E,H,1,41.88154704,-87.74012351
G,C,L,H,1,41.89003256,-87.63029122
G,C,E,H,1,41.88189273,-87.73851556
G,C,A,J,0,41.75130534,-87.60362891
G,C,E,H,1,41.88055689,-87.74022447
G,C,L,H,0,41.90335676,-87.66680213
G,C,L,G,0,41.73332905,-87.66056137
G,C,L,G,0,41.69520027,-87.6611749
G,C,L,G,0,41.73343745,-87.64963501
G,C,L,C,1,41.79320468,-87.65970823
G,C,J,H,1,41.75025489,-87.67124311
G,C,L,H,0,41.88166421,-87.75448068
G,C,L,G,0,41.78423521,-87.64975927
G,C,L,C,0,41.78423907,-87.66676132
G,C,A,G,0,41.77699457,-87.66541752
G,C,M,C,0,41.96563635,-87.7365422
G,C,L,H,0,41.85689755,-87.70844505
G,C,D,F,0,41.85212193,-87.67925607
G,C,A,K,0,41.9460213,-87.65556555
G,C,M,H,0,41.90335438,-87.66686461
G,C,L,H,0,41.9529524,-87.72759484
G,C,L,C,1,41.86333453,-87.72875718
G,C,C,H,0,41.97590214,-87.68828828
G,C,H,H,1,41.69372327,-87.64485647
G,C,O,H,1,41.99762059,-87.6963096
G,C,L,L,0,41.88920383,-87.6316408
G,C,L,G,0,41.78844599,-87.71076769
G,C,L,G,0,41.81045307,-87.59334758
G,C,L,C,0,41.76330531,-87.55987085
G,C,C,N,0,41.78525251,-87.70890658
G,C,O,A,0,41.72621915,-87.56729444
