Year,Month,PrimaryType,Location Description,Arrest,Latitude,Longitude
G,B,O,H,1,41.80072506,-87.6538274
G,B,L,H,0,41.85147222,-87.73001408
G,B,L,L,0,41.96707418,-87.73863207
G,B,L,H,0,41.86406225,-87.72004963
G,B,L,G,0,41.93228471,-87.74535735
G,B,M,G,0,41.77539998,-87.64953048
G,B,L,O,0,41.88545483,-87.74545642
G,B,M,H,0,41.93931673,-87.70921414
G,B,A,I,0,41.94621213,-87.64657968
G,B,L,H,0,41.67783055,-87.62050376
G,B,F,H,1,41.86710139,-87.7233762
G,B,C,C,0,41.94813542,-87.65435581
G,B,L,C,0,41.96981733,-87.75073411
G,B,O,H,0,41.95885572,-87.67390085
G,B,J,H,1,41.6704228,-87.64927737
G,B,O,C,0,41.76786915,-87.58727193
G,B,L,H,0,41.83632773,-87.73284615
G,B,F,G,1,41.88570819,-87.76581766
G,B,L,H,0,41.93198031,-87.71153848
G,B,D,H,0,41.88063246,-87.73363965
G,B,A,C,0,41.65627648,-87.59699602
G,B,O,C,0,41.91446046,-87.70385342
G,B,D,H,0,41.96533818,-87.66170364
G,B,M,O,1,41.88550384,-87.62793545
G,B,A,H,0,41.78228741,-87.6946983
G,B,A,G,0,41.99931643,-87.76309492
G,B,O,H,0,41.78861141,-87.76214993
G,B,O,C,0,41.74705781,-87.6063301
G,B,F,L,1,41.92416723,-87.79281249
G,B,L,C,0,41.76750329,-87.69065509
G,B,O,C,1,41.7711039,-87.61822197
G,B,M,C,0,41.7740648,-87.60335633
G,B,L,C,0,41.68161439,-87.6279666
G,B,H,H,1,41.87969112,-87.73152967
G,B,H,I,1,41.91435384,-87.65431719
G,B,H,K,1,41.89771233,-87.74955706
A,B,G,H,1,41.68880975,-87.66842835
G,B,M,G,0,41.80344677,-87.68554634
G,B,F,G,1,41.87948764,-87.74629693
G,B,M,O,0,41.745394,-87.60016337
G,B,A,H,0,41.94398572,-87.67166854
G,B,A,I,0,41.76393165,-87.70280142
G,B,L,A,1,41.95453556,-87.6512218
G,B,A,H,0,41.77497682,-87.69572401
G,B,L,C,1,41.78434,-87.58786695
G,B,L,H,0,41.78627954,-87.66559616
G,B,C,C,0,41.97632798,-87.84647686
G,B,A,K,0,41.93239142,-87.72579385
G,B,M,G,0,41.71682677,-87.65903764
G,B,M,H,0,41.80504788,-87.72594942
G,B,A,H,0,41.92190876,-87.66650253
G,B,O,C,1,41.86159916,-87.71772004
G,B,M,H,1,41.75511715,-87.66355537
G,B,L,C,0,41.76439603,-87.65288029
G,B,M,G,0,41.74349415,-87.73501274
G,B,O,K,1,41.77905969,-87.6155965
G,B,L,H,0,41.78446059,-87.65583981
G,B,F,H,1,41.89906973,-87.720398
G,B,L,G,1,41.77543953,-87.63331485
G,B,A,O,0,41.74588017,-87.5972263
G,B,L,C,0,41.74249743,-87.55207398
G,B,M,H,0,41.8893136,-87.75471278
G,B,L,C,0,41.8830775,-87.74960217
G,B,L,H,0,41.67682594,-87.62047458
G,B,F,H,1,41.88866106,-87.74886824
G,B,L,I,1,41.89345916,-87.6163776
G,B,A,M,0,41.75480533,-87.67083352
G,A,L,A,0,0,0
G,B,L,G,0,41.69345507,-87.6264459
G,B,A,I,0,41.6762495,-87.61912657
G,B,L,H,0,41.6954954,-87.6195508
G,B,A,L,0,41.7430094,-87.63409593
G,B,H,H,0,41.67153309,-87.63448569
G,B,M,K,1,41.84095277,-87.64634851
G,B,O,H,0,41.81577259,-87.65533015
A,B,G,K,0,41.87245568,-87.73384827
G,B,A,K,0,41.92367262,-87.78630161
G,B,A,C,0,41.78050336,-87.70560522
G,B,A,J,0,41.76559446,-87.62105065
G,B,L,C,0,41.81600115,-87.70068418
G,B,H,H,1,41.76774746,-87.68332497
G,B,L,C,1,41.75318387,-87.65259559
G,B,O,H,0,41.99732615,-87.76129167
G,B,C,I,0,41.88216178,-87.63383672
G,B,O,M,0,41.87909797,-87.63228382
G,B,L,C,0,41.88314237,-87.74403441
G,B,O,C,0,41.83481079,-87.64767284
G,B,F,C,1,41.76315171,-87.62900961
G,B,A,H,0,41.8390916,-87.62191326
F,I,O,F,1,41.74972058,-87.64157227
G,B,L,G,0,41.66977512,-87.62481274
G,B,A,H,0,41.88982229,-87.67108927
G,B,D,H,0,41.72553251,-87.57299531
G,B,D,H,1,41.84647612,-87.65358571
G,B,M,C,0,42.01867123,-87.68454785
G,B,D,H,0,41.73588977,-87.65640181
G,B,D,H,0,41.91739113,-87.70784055
G,B,D,G,0,41.77509557,-87.66166115
G,B,M,G,0,41.79159575,-87.65723883
G,B,A,C,0,41.78982268,-87.64747408
G,B,O,I,0,41.82245527,-87.61696114
A,B,G,C,1,41.74527497,-87.60258689
G,B,D,H,0,41.91885102,-87.78285953
G,B,L,G,0,41.86978028,-87.68489909
G,B,L,C,0,41.86821992,-87.66404656
G,B,A,L,0,41.90934281,-87.65106391
G,B,O,G,0,41.69558875,-87.61955709
G,B,A,G,0,41.75032797,-87.73774544
G,B,O,C,0,41.76744566,-87.69065567
G,B,M,G,0,41.69345507,-87.6264459
G,D,L,C,1,41.79153872,-87.68641433
G,B,A,B,0,41.78832401,-87.74169143
G,B,M,H,0,41.74593809,-87.5576425
G,B,A,K,0,41.74183047,-87.68823629
G,B,M,H,0,41.88452611,-87.68022935
G,B,A,L,0,41.73352719,-87.66300301
G,B,M,G,0,41.82784284,-87.66911237
G,B,A,G,0,41.89225807,-87.74711658
G,B,A,K,0,42.01225988,-87.69121437
G,B,M,C,0,41.75979297,-87.59325549
G,B,A,G,0,41.99262611,-87.78449397
G,B,M,K,0,41.8932863,-87.67074864
G,B,M,K,0,41.94040899,-87.68447438
G,B,M,G,0,41.74601251,-87.66939585
G,B,O,K,0,41.88393429,-87.67991221
G,B,A,G,0,41.74848877,-87.63302871
G,B,A,H,0,41.97594188,-87.68559956
G,B,M,H,0,41.79666171,-87.68533596
G,D,M,C,1,41.86365114,-87.71046084
G,B,D,H,0,41.77064778,-87.7310873
G,B,C,H,0,41.93572152,-87.72708902
G,B,O,G,0,41.90945023,-87.70699964
G,B,L,K,0,41.97008868,-87.76269009
G,B,D,O,0,41.88113168,-87.7648887
G,B,A,H,0,41.8176671,-87.61837553
G,B,M,H,0,41.67354828,-87.61679552
G,B,M,H,0,41.71534434,-87.65848541
G,B,M,H,0,41.94776594,-87.65917893
G,B,A,I,0,41.88065465,-87.63419834
A,B,G,C,1,41.93935084,-87.77725455
G,B,A,H,0,41.79620376,-87.7318236
G,B,A,I,0,41.8945635,-87.62274511
G,B,A,H,0,41.96403389,-87.73710133
G,B,O,H,0,41.75888827,-87.68176871
G,B,C,O,0,41.89841382,-87.6357494
G,B,D,H,0,41.76172023,-87.59209709
G,B,C,O,0,41.89789513,-87.62409661
G,B,M,H,0,41.99111483,-87.67983977
G,B,A,K,0,41.91181535,-87.64829684
G,B,L,M,0,41.86337523,-87.65963666
G,B,A,I,0,41.89319911,-87.63338575
G,B,A,O,0,41.93383641,-87.76633204
G,B,A,G,0,41.79918903,-87.76127117
G,B,L,H,0,41.65887927,-87.60061122
G,B,M,G,0,41.73194541,-87.6410706
G,B,A,H,0,41.77205838,-87.63871118
G,B,M,G,0,41.86954853,-87.71963372
G,B,M,O,0,41.83069725,-87.61447689
G,B,A,H,0,41.68257293,-87.65545632
G,B,A,H,0,41.83465008,-87.61684718
G,B,A,L,0,41.88720744,-87.76599903
G,B,L,G,0,41.68667535,-87.60949616
G,B,O,O,0,41.98362266,-87.68946089
G,B,A,G,0,41.72304363,-87.6667
G,B,M,C,0,41.77596714,-87.61432217
G,B,M,C,0,41.77574132,-87.61551252
G,B,D,H,0,41.92143771,-87.77806784
G,B,C,G,0,41.70572222,-87.66923191
G,B,M,I,0,41.88042522,-87.75095928
G,B,A,G,0,41.87345891,-87.72320561
G,B,A,L,0,41.84518039,-87.62046952
G,B,A,H,0,41.75820906,-87.64666362
G,B,M,G,0,41.81954181,-87.61843538
G,B,O,C,0,42.01548861,-87.68417542
G,B,O,K,0,41.95260094,-87.71164323
G,B,A,G,0,41.78194908,-87.7020053
G,B,D,H,1,41.91549654,-87.71422631
G,B,M,G,0,41.76172759,-87.564816
G,B,A,I,0,41.93111696,-87.7775723
G,B,O,G,0,41.86133518,-87.62569018
A,B,G,L,0,41.75809233,-87.63368299
G,B,M,H,0,41.6970421,-87.63140111
G,B,A,G,0,41.66824834,-87.63317067
G,B,M,H,0,41.89370947,-87.66233707
G,B,A,I,0,41.8819883,-87.63014438
G,B,A,G,0,41.96588845,-87.67761565
G,B,M,L,0,41.88806268,-87.65454426
G,B,A,L,0,41.88919966,-87.63185753
G,B,C,O,0,41.96359565,-87.73991088
G,B,A,H,0,41.74899896,-87.60517584
G,B,L,L,0,41.70691318,-87.64313735
G,B,C,M,0,41.77806657,-87.59614341
G,B,L,C,0,41.75791783,-87.61387129
G,B,A,H,0,41.75562724,-87.64538274
G,B,O,C,0,41.7424865,-87.57793624
G,A,E,G,0,0,0
G,B,O,C,0,41.75046233,-87.61005899
G,B,A,H,0,41.75701606,-87.66967828
G,B,O,G,0,41.8738803,-87.7602568
G,B,A,K,0,41.87860884,-87.72559851
G,B,A,I,0,41.88077543,-87.62702903
G,B,L,C,0,41.80959808,-87.60081824
G,B,C,I,0,41.93859561,-87.64957603
G,B,O,G,0,41.79313529,-87.6633284
G,B,L,C,0,41.99475357,-87.69101147
G,B,B,H,0,41.87693238,-87.73822742
G,D,M,G,0,41.80558015,-87.71614393
G,B,A,H,0,41.867122,-87.72157704
G,B,C,G,0,41.9103749,-87.63018193
G,B,B,C,0,41.87376163,-87.69954577
G,B,L,G,0,41.72619088,-87.65306744
G,B,O,G,0,41.76606298,-87.68196371
G,B,A,G,0,41.67813072,-87.61581857
G,B,A,G,0,41.69345507,-87.6264459
A,B,G,C,1,41.9935587,-87.6554955
G,B,O,G,0,41.67125861,-87.65509189
G,B,M,G,0,41.71168692,-87.59993856
G,B,O,H,0,41.96307143,-87.75877803
G,B,L,G,0,41.78482648,-87.64491302
G,B,O,H,0,41.98205677,-87.7683613
G,B,L,M,0,41.91952037,-87.76092154
G,B,L,G,0,41.71150144,-87.64538464
G,B,O,K,0,41.96780307,-87.65480521
G,B,A,G,0,41.85643072,-87.73255902
G,B,H,B,0,0,0
G,B,A,O,0,41.94318793,-87.64473385
G,D,M,G,0,41.67571338,-87.62740876
G,D,M,G,1,41.68235802,-87.64607222
G,B,L,M,0,41.7851872,-87.60852484
G,B,L,H,0,41.86174797,-87.70919077
G,B,C,G,0,41.89229473,-87.67536457
E,J,B,G,0,0,0
G,D,D,H,0,41.87295028,-87.68935752
G,B,D,H,0,41.92786524,-87.74995106
G,B,O,G,0,41.87756569,-87.68489383
G,B,A,C,0,41.75832425,-87.56393299
G,B,C,G,0,41.9287668,-87.75023683
G,B,A,H,0,41.74934389,-87.66462682
G,B,A,M,0,41.82379815,-87.61975652
G,B,A,L,0,41.89169039,-87.62631748
G,B,O,G,0,0,0
G,B,A,G,0,41.78033209,-87.68855449
G,B,A,H,0,41.69451631,-87.68252133
G,B,A,H,0,41.76401887,-87.60609834
G,D,F,H,1,41.81446074,-87.70052692
G,B,A,G,1,41.91105187,-87.64270237
G,B,A,G,0,41.8926318,-87.61836282
G,D,L,C,0,41.94943498,-87.77481423
G,D,O,G,0,41.77667063,-87.68601384
G,D,H,H,0,41.90824161,-87.71031779
G,D,H,H,1,41.78590795,-87.7257121
F,K,C,G,0,0,0
G,A,C,G,0,0,0
G,D,M,H,0,41.79075206,-87.62560162
G,D,A,H,0,41.97408585,-87.68982173
E,L,C,G,0,0,0
A,G,C,G,0,0,0
E,A,C,G,0,0,0
G,A,O,M,0,0,0
B,A,C,C,0,0,0
F,J,A,I,0,41.74091899,-87.63196775
F,K,C,I,0,41.74091899,-87.63196775
F,J,C,I,0,41.74091899,-87.63196775
F,L,A,I,0,41.94654265,-87.7143561
F,A,M,K,0,41.90437011,-87.63146007
F,L,C,G,0,41.80862878,-87.74807772
F,L,C,O,0,41.88442266,-87.64467116
G,D,L,G,0,41.8949755,-87.74939467
G,B,M,G,0,0,0
D,E,C,G,0,0,0
G,B,E,H,0,0,0
G,A,A,C,0,0,0
G,D,A,H,0,41.88535184,-87.66586189
G,D,O,H,0,41.80245052,-87.64862678
G,D,L,C,1,41.86565067,-87.72149929
G,D,L,K,0,41.85483816,-87.7143051
G,D,L,K,1,41.85087969,-87.72797155
G,D,O,H,0,41.71098766,-87.61216442
E,B,C,O,0,0,0
G,B,A,G,0,41.75943859,-87.61833318
F,K,C,O,0,41.74453463,-87.67534733
F,L,C,H,0,41.82618602,-87.63139377
A,B,G,C,1,41.90434393,-87.73492394
G,D,L,H,0,41.88102501,-87.70142023
G,D,O,H,0,41.89793333,-87.72862563
G,D,L,G,0,41.87729418,-87.70919375
G,D,L,H,0,41.75832844,-87.5761305
G,D,L,C,0,41.74800599,-87.573049
G,D,A,H,0,41.75938104,-87.63847407
E,K,A,C,0,0,0
G,D,M,F,0,41.678892,-87.63832661
G,D,M,L,0,41.72787262,-87.55120713
G,A,C,O,0,0,0
G,B,M,B,0,0,0
G,B,A,K,0,0,0
F,J,C,C,0,41.79632231,-87.69976289
F,I,C,E,0,41.69249346,-87.59870306
F,L,C,G,0,41.86286409,-87.71411389
F,L,E,C,0,41.98599984,-87.65526673
F,J,C,O,0,41.91076067,-87.65927455
F,A,B,G,0,41.8001489,-87.68909671
G,D,M,C,0,41.75190133,-87.55356879
G,D,M,K,0,41.79075458,-87.73992726
G,B,O,I,0,0,0
G,D,E,F,1,41.87507,-87.74106832
G,D,L,C,1,41.93078673,-87.71716547
G,B,A,G,0,0,0
G,A,A,I,0,0,0
F,L,A,M,0,0,0
G,A,C,G,0,0,0
F,J,C,O,0,41.79766905,-87.76855345
F,J,O,H,0,41.75111957,-87.61464717
F,L,L,C,0,41.75216738,-87.66408811
F,L,A,C,0,41.89364937,-87.71416922
F,H,D,H,0,41.76278075,-87.6479894
G,B,G,I,0,41.90271832,-87.72067902
G,B,G,K,0,41.90746894,-87.77342049
G,B,M,G,0,41.70408444,-87.61855494
G,B,O,I,0,41.75115997,-87.57109513
G,B,A,H,0,41.9089864,-87.68474493
G,B,A,G,0,41.87904978,-87.65766541
G,B,O,H,0,41.90648594,-87.68223913
G,B,M,C,0,41.83776419,-87.72680712
G,B,L,G,0,41.68549067,-87.65554284
G,B,A,G,0,42.00316929,-87.80795005
G,B,M,G,0,41.76661298,-87.67446197
G,B,D,H,0,41.88286217,-87.69965781
G,B,A,G,0,41.9211858,-87.77197411
G,B,G,G,1,41.78951844,-87.69368047
G,D,O,H,0,41.93054611,-87.75260937
G,D,L,H,0,41.87384122,-87.76343321
G,D,L,H,1,41.91189258,-87.71052843
A,B,G,H,0,41.99333695,-87.68358759
F,J,B,C,0,41.96705715,-87.71821337
G,B,O,H,0,41.96091329,-87.73071085
G,B,M,L,1,41.76680404,-87.60561968
G,B,L,G,0,41.79212633,-87.61752997
G,B,L,C,1,41.88568475,-87.74964454
G,B,L,C,0,41.74229334,-87.55273235
G,B,F,H,1,41.90445423,-87.72769715
G,B,L,G,0,41.76330531,-87.55987085
G,B,F,C,1,41.82367661,-87.69567033
G,B,D,H,0,41.76424103,-87.58513668
G,B,A,I,0,41.92144213,-87.69496976
G,B,L,K,0,41.91851191,-87.6901636
G,B,M,J,1,41.75093604,-87.6828716
G,B,L,I,1,41.88322475,-87.62503739
G,B,M,G,0,41.65126434,-87.54592513
G,B,A,K,0,41.89003202,-87.63020308
G,B,L,M,0,41.88875712,-87.6339888
G,B,L,C,0,41.75661719,-87.56268894
G,B,M,G,0,41.73482351,-87.55275686
G,B,O,C,1,41.75003793,-87.62297069
G,B,A,K,0,41.87137115,-87.62751442
G,B,M,I,1,41.94171097,-87.76661147
G,B,L,C,0,41.65450829,-87.54714806
G,B,A,K,0,41.88784959,-87.62561064
G,B,A,O,1,41.87436328,-87.64301304
G,B,A,H,0,41.97241942,-87.65490699
G,B,A,H,0,41.83923432,-87.62680712
G,B,O,H,0,41.92078685,-87.76952308
G,B,L,F,0,41.87736964,-87.70141585
G,B,L,G,0,41.77188696,-87.64579924
G,D,A,G,0,41.8111591,-87.69551571
G,B,L,C,1,41.75324301,-87.6570331
G,B,L,H,0,41.85480947,-87.6842538
G,B,L,G,0,41.85308028,-87.67695589
G,B,L,C,0,41.89199866,-87.75549288
G,B,D,H,0,41.80573897,-87.67218698
G,B,C,I,0,41.85219833,-87.6743772
G,B,O,H,1,41.75173207,-87.56592839
G,B,A,I,0,41.8225226,-87.69049409
G,B,L,C,0,41.65663988,-87.60233454
G,B,A,F,0,41.761419,-87.62482078
G,B,A,H,0,41.8059308,-87.66976056
G,B,L,H,0,41.88617987,-87.62452366
G,B,L,C,1,41.97061471,-87.76862055
G,B,A,H,0,41.88428728,-87.66166081
G,D,M,H,0,41.87960945,-87.73850369
G,B,D,H,0,41.81906446,-87.70031285
G,B,L,G,0,41.77495645,-87.69206546
G,B,O,G,0,41.78869479,-87.72131854
G,D,H,H,0,41.8656342,-87.72149945
G,B,A,C,0,41.76174805,-87.59087989
G,D,L,C,0,41.75458868,-87.56507708
G,B,A,L,0,41.88428728,-87.66166081
G,B,L,G,0,41.94917929,-87.70666601
G,B,A,C,0,41.74617256,-87.66575907
G,B,C,K,1,41.96539275,-87.65790842
G,B,F,I,1,41.88098266,-87.70520663
G,B,L,G,1,41.71882357,-87.64314179
G,B,D,H,1,41.81463409,-87.69072338
A,B,G,H,1,41.88332501,-87.72901311
F,F,O,O,1,41.97809801,-87.77363337
F,I,L,H,1,41.76258256,-87.64147813
F,J,O,J,1,41.98553449,-87.66012681
F,K,C,O,1,41.92746035,-87.74642693
F,K,D,H,1,41.99288095,-87.65830208
F,K,L,H,1,41.69618901,-87.62654045
G,B,D,G,1,41.87489948,-87.69490439
F,K,D,H,1,41.94209032,-87.64933654
F,K,D,H,1,41.92260416,-87.73074443
F,L,D,H,1,41.8849551,-87.71662552
F,L,D,L,1,41.95352704,-87.67831588
F,L,A,G,1,41.94774653,-87.66524816
F,L,D,H,1,41.95244175,-87.73540434
G,A,H,L,1,41.8629061,-87.65685888
G,A,L,H,0,41.90203282,-87.69262117
G,A,A,G,0,41.92944401,-87.64002712
G,A,A,C,0,41.88651112,-87.61819604
F,L,E,C,1,41.75243265,-87.59793937
G,B,A,G,1,41.81691586,-87.64088631
G,D,L,H,0,41.86695524,-87.71299871
G,B,F,H,1,41.87525945,-87.70846082
G,B,M,O,1,41.97447352,-87.80982613
G,B,O,I,0,41.95344334,-87.74495705
G,B,A,M,0,41.88409095,-87.65953292
G,B,M,H,0,41.70725297,-87.5864387
G,B,O,G,0,41.94560571,-87.81435209
G,B,L,C,0,41.75668865,-87.56147863
G,B,A,H,0,41.76309354,-87.62002634
G,B,M,K,0,41.88393429,-87.67991221
G,B,C,G,0,41.87541286,-87.71398543
G,B,M,G,0,41.74631116,-87.65848002
G,B,M,J,0,41.69223326,-87.65271504
G,B,A,H,0,41.77696428,-87.68358386
G,B,O,L,0,41.77887716,-87.70884011
G,B,A,C,0,41.74920814,-87.55099584
G,B,O,G,0,41.74502713,-87.5904716
G,D,A,I,0,42.00789382,-87.66665391
G,B,E,H,0,41.9856284,-87.79375683
G,B,F,L,1,41.85679041,-87.70842407
G,B,D,H,0,41.86997679,-87.72949866
G,B,F,C,1,41.7821939,-87.66428562
G,B,O,G,0,41.78835787,-87.62230213
G,B,A,O,1,41.93935551,-87.70425185
G,B,A,I,1,41.93543292,-87.66850434
G,B,L,K,0,41.88455408,-87.76829202
G,B,A,M,0,41.98423827,-87.69700577
G,B,A,N,0,41.90141821,-87.75575326
G,B,O,K,0,41.88309008,-87.77475342
G,B,L,C,1,41.95423458,-87.75594573
G,B,A,K,0,41.84172222,-87.71716194
G,B,O,G,0,42.00829691,-87.67803762
G,B,L,G,0,41.7059567,-87.64839912
G,B,O,C,0,41.76015578,-87.55675291
G,B,L,C,0,41.85588946,-87.67200842
G,B,A,L,0,41.96593721,-87.72796457
G,B,M,F,1,41.89354545,-87.72450199
G,B,F,H,1,41.76516269,-87.62489689
G,B,A,H,0,41.98178677,-87.70882898
G,B,M,G,1,41.91706188,-87.73462143
G,D,M,C,0,41.88333293,-87.76164493
G,B,A,H,1,42.01652139,-87.68047394
G,B,O,H,1,41.75145386,-87.58913317
G,B,A,H,0,41.93181076,-87.7918292
G,B,O,O,0,41.91322401,-87.6347762
G,B,H,L,1,41.77887716,-87.70884011
G,B,O,I,0,41.89169488,-87.62615583
G,B,L,G,0,41.68034718,-87.62273098
G,B,F,H,1,41.86963911,-87.69843364
G,B,L,K,0,41.86742869,-87.62634257
G,B,F,H,1,41.86709789,-87.72375071
G,B,A,I,0,41.90182325,-87.72627839
G,B,L,C,0,41.81534662,-87.67122244
G,B,L,M,0,41.84897533,-87.71614173
G,B,A,G,0,41.84150607,-87.7281223
G,B,O,J,0,41.87363542,-87.71008119
G,B,J,H,1,41.81559657,-87.69107694
G,B,L,H,1,41.81089989,-87.60659539
A,B,G,H,1,41.75123096,-87.60835359
G,D,A,K,0,42.00796813,-87.66245122
G,B,L,G,0,41.88300904,-87.68516195
G,B,A,I,0,41.89209698,-87.62416443
G,B,A,G,0,41.93844654,-87.70363595
G,B,A,L,0,41.92517983,-87.74695126
G,B,L,C,1,41.9073386,-87.71028983
G,B,M,L,1,41.77931045,-87.67439434
G,B,H,H,1,41.88865869,-87.74894171
G,B,A,O,1,41.8771437,-87.64721684
G,B,F,H,1,41.9780998,-87.75516751
G,B,L,C,0,41.74509759,-87.60015941
G,B,O,G,0,41.91026475,-87.77274211
G,B,A,H,0,41.8307508,-87.62664357
G,B,A,I,0,41.96300868,-87.65476048
G,B,O,L,1,41.95611811,-87.65153948
G,B,A,H,1,41.75011132,-87.64403074
G,B,A,J,1,41.70709533,-87.62883442
G,B,A,G,0,41.68430021,-87.62648388
G,B,A,E,0,41.88643994,-87.63246797
G,B,C,H,0,41.86693762,-87.6241415
G,B,A,C,0,41.79562135,-87.62086863
G,B,L,C,0,41.73121168,-87.65563394
G,B,A,I,1,41.90966425,-87.74272882
G,B,O,G,1,41.70238893,-87.6342469
G,B,F,H,1,41.87333065,-87.72540985
G,B,L,G,0,41.8069145,-87.60431865
G,B,A,I,0,41.69590816,-87.59582281
G,B,M,C,0,41.89283759,-87.77305246
G,D,E,C,0,41.77968872,-87.60956567
G,B,F,H,1,41.87419333,-87.73817205
G,B,A,G,1,42.01534692,-87.68048227
G,B,O,C,0,41.75121488,-87.57109815
G,B,L,G,0,41.66123333,-87.63535095
G,B,A,H,0,41.89499136,-87.74712097
G,B,A,M,0,41.8945443,-87.62274532
G,B,M,H,0,41.97246089,-87.67523149
G,B,C,G,0,41.94955006,-87.66771068
G,B,A,G,0,41.68462409,-87.63366677
G,B,A,O,0,41.88449406,-87.62705785
G,B,A,I,0,41.88249622,-87.62438077
G,D,L,G,1,41.69821772,-87.52818653
G,B,A,I,0,41.8798457,-87.62935635
G,B,A,G,0,41.84697039,-87.7266541
G,B,C,K,0,41.92239922,-87.64865398
G,B,L,H,0,41.78025177,-87.6148866
G,B,F,K,1,41.94539985,-87.79997017
G,B,M,C,0,41.78993838,-87.65354897
G,B,M,G,0,41.71698599,-87.65345755
G,B,F,H,1,41.87856067,-87.74802392
G,B,O,O,0,41.72070234,-87.5377044
G,B,A,L,0,41.65476611,-87.5447225
G,B,A,O,0,41.86116104,-87.62727063
G,B,A,I,1,41.90377576,-87.63932407
G,B,C,O,0,41.8268534,-87.62166719
G,B,O,I,1,41.88036652,-87.6243529
G,B,O,G,0,41.94336411,-87.64117386
A,B,G,H,1,41.83778945,-87.72070788
G,B,A,A,0,41.77002086,-87.6913338
G,B,A,H,0,41.88044337,-87.62435572
G,B,A,K,0,41.85566311,-87.66608625
G,D,L,K,0,41.89097987,-87.66673617
G,B,B,G,0,41.79156849,-87.77812298
G,B,E,C,0,41.74949642,-87.66584556
G,B,A,I,1,41.88253954,-87.62785054
G,B,A,I,1,41.88549579,-87.61864438
G,D,O,G,0,41.78995911,-87.64139284
G,B,C,O,0,41.90399688,-87.64323024
G,B,M,G,0,41.87713478,-87.72190383
G,B,A,H,0,41.77937235,-87.66989144
G,B,A,K,0,41.87983966,-87.62613968
G,B,F,H,1,41.75602182,-87.55457077
G,B,H,O,0,41.81818212,-87.69757012
G,B,A,I,0,41.94523828,-87.71267048
G,B,L,G,0,41.74142584,-87.62112361
G,B,O,H,0,41.883048,-87.68282967
G,B,L,K,1,41.92113376,-87.63177243
G,B,M,I,1,41.91112462,-87.6379329
G,B,F,H,1,41.80934737,-87.61896323
G,B,I,G,1,41.7615465,-87.58182888
G,B,D,H,0,41.77506785,-87.63492097
G,B,M,L,1,41.73756412,-87.60485069
G,B,A,G,0,41.87869125,-87.67964249
G,B,A,H,0,41.97012794,-87.7223281
G,D,L,H,1,41.88943553,-87.62959262
G,B,L,H,1,41.76066203,-87.64429902
G,B,A,M,0,41.7971819,-87.6683142
G,B,M,G,0,41.80711206,-87.72968588
G,B,A,I,0,41.88449383,-87.62702113
G,B,C,G,0,41.90946081,-87.7588843
G,B,C,K,0,42.01025933,-87.67092327
G,B,A,I,1,41.77899604,-87.70147332
G,B,A,H,0,41.85385617,-87.6318034
G,B,A,G,0,41.99709144,-87.81228219
G,B,L,H,0,42.01369609,-87.67875863
G,B,A,H,0,41.99630712,-87.70445278
G,B,A,K,0,41.80948264,-87.70402756
G,B,C,H,0,41.80820174,-87.68442005
G,D,M,G,0,41.73202382,-87.60882973
G,B,M,G,1,41.76049607,-87.69047211
G,B,A,I,0,41.88171846,-87.62776043
G,B,A,I,1,41.75459296,-87.74152854
G,B,A,I,1,41.75089797,-87.62759707
G,B,H,K,1,41.79347509,-87.64513952
G,B,L,H,0,41.77719855,-87.66415789
G,B,A,K,0,41.92314315,-87.69737067
G,B,A,I,1,41.75089655,-87.62781331
A,C,G,G,1,41.74519694,-87.59169355
G,B,O,O,0,41.92323842,-87.70570731
G,B,A,I,1,41.80898136,-87.60655105
G,B,M,G,0,41.69592423,-87.64853121
G,B,M,G,0,41.83465008,-87.61684718
G,B,A,C,0,41.76948137,-87.67122507
G,B,M,L,1,41.654805,-87.60509974
G,B,O,H,1,41.72932026,-87.55262199
G,B,A,I,1,41.89275303,-87.6241939
G,B,O,H,1,41.88383645,-87.67671096
G,B,O,H,1,41.86412761,-87.70925941
G,B,L,H,0,41.85837708,-87.71765917
G,B,L,H,0,41.84424612,-87.72524485
G,D,A,C,0,41.78563273,-87.62007722
G,B,A,I,0,41.84347393,-87.72452917
G,B,A,I,0,41.92363798,-87.78998752
G,B,F,I,1,41.88077137,-87.72199035
G,B,D,H,0,41.8681349,-87.68607955
G,B,F,H,1,41.75132591,-87.55289045
G,B,O,H,1,41.75125728,-87.55410064
G,B,L,C,0,41.79429905,-87.64616852
G,B,L,G,0,41.91432927,-87.71506425
G,B,L,H,0,41.77922064,-87.64963288
G,B,L,G,0,41.88315426,-87.75883723
G,B,A,K,0,41.86978639,-87.77428182
G,B,L,C,0,41.75684289,-87.55545878
G,B,F,H,1,41.82793901,-87.68986386
G,B,A,G,0,41.74864638,-87.71808212
G,B,A,G,0,41.74864885,-87.71803079
G,B,A,I,1,41.90957326,-87.75016172
G,B,A,K,1,41.88118121,-87.68513269
G,B,L,K,1,41.87413359,-87.67016442
G,B,L,C,0,41.91595921,-87.7362998
G,B,O,H,0,41.74781638,-87.65730626
G,B,L,H,1,41.93092123,-87.7923255
G,B,A,H,0,41.89590009,-87.67766359
G,B,F,L,1,41.87407377,-87.73523209
G,B,F,H,1,41.86620017,-87.72316816
G,D,M,G,0,41.7348043,-87.55275709
G,B,M,G,0,41.96456034,-87.75253958
